ContrastName	TestAnnotation
GSM27909.ch1-vs-GSM27909.ch2	MEDIUM.7H9:1
GSM27909.ch1-vs-GSM27909.ch2	STRAIN.H37Rv:1
GSM27909.ch1-vs-GSM27909.ch2	TEMPERATURE:37°C
GSM27909.ch1-vs-GSM27909.ch2	OD650:0.05
GSM27909.ch1-vs-GSM27909.ch2	PLASMID.pAINT:1
GSM27909.ch1-vs-GSM27909.ch2	pzaA.OVEREXPRESSION:1
GSM27909.ch1-vs-GSM27909.ch2	NICOTINAMIDE:0.12mg/ml
GSM27914.ch1-vs-GSM27914.ch2	MEDIUM.7H9:1
GSM27914.ch1-vs-GSM27914.ch2	STRAIN.H37Rv:1
GSM27914.ch1-vs-GSM27914.ch2	TEMPERATURE:37°C
GSM27914.ch1-vs-GSM27914.ch2	OD650:0.05
GSM27914.ch1-vs-GSM27914.ch2	PLASMID.pAINT:1
GSM27914.ch1-vs-GSM27914.ch2	pzaA.OVEREXPRESSION:1
GSM27914.ch1-vs-GSM27914.ch2	NICOTINAMIDE:1.2mg/ml
GSM27980.ch1-vs-GSM27980.ch2	MEDIUM.7H9:1
GSM27980.ch1-vs-GSM27980.ch2	STRAIN.H37Rv:1
GSM27980.ch1-vs-GSM27980.ch2	TEMPERATURE:37°C
GSM27980.ch1-vs-GSM27980.ch2	OD650:0.05
GSM27980.ch1-vs-GSM27980.ch2	PLASMID.pAINT:1
GSM27980.ch1-vs-GSM27980.ch2	pzaA.OVEREXPRESSION:1
GSM27980.ch1-vs-GSM27980.ch2	BENZAMIDE:0.12mg/ml
GSM27912.ch1-vs-GSM27912.ch2	MEDIUM.7H9:1
GSM27912.ch1-vs-GSM27912.ch2	STRAIN.H37Rv:1
GSM27912.ch1-vs-GSM27912.ch2	TEMPERATURE:37°C
GSM27912.ch1-vs-GSM27912.ch2	OD650:0.05
GSM27912.ch1-vs-GSM27912.ch2	PLASMID.pAINT:1
GSM27912.ch1-vs-GSM27912.ch2	pzaA.OVEREXPRESSION:1
GSM27912.ch1-vs-GSM27912.ch2	NICOTINAMIDE:0.12mg/ml
GSM27981.ch1-vs-GSM27981.ch2	MEDIUM.7H9:1
GSM27981.ch1-vs-GSM27981.ch2	STRAIN.H37Rv:1
GSM27981.ch1-vs-GSM27981.ch2	TEMPERATURE:37°C
GSM27981.ch1-vs-GSM27981.ch2	OD650:0.05
GSM27981.ch1-vs-GSM27981.ch2	PLASMID.pAINT:1
GSM27981.ch1-vs-GSM27981.ch2	pzaA.OVEREXPRESSION:1
GSM27981.ch1-vs-GSM27981.ch2	BENZAMIDE:0.12mg/ml
GSM27913.ch1-vs-GSM27913.ch2	MEDIUM.7H9:1
GSM27913.ch1-vs-GSM27913.ch2	STRAIN.H37Rv:1
GSM27913.ch1-vs-GSM27913.ch2	TEMPERATURE:37°C
GSM27913.ch1-vs-GSM27913.ch2	OD650:0.05
GSM27913.ch1-vs-GSM27913.ch2	PLASMID.pAINT:1
GSM27913.ch1-vs-GSM27913.ch2	pzaA.OVEREXPRESSION:1
GSM27913.ch1-vs-GSM27913.ch2	NICOTINAMIDE:0.12mg/ml
GSM27982.ch1-vs-GSM27982.ch2	MEDIUM.7H9:1
GSM27982.ch1-vs-GSM27982.ch2	STRAIN.H37Rv:1
GSM27982.ch1-vs-GSM27982.ch2	TEMPERATURE:37°C
GSM27982.ch1-vs-GSM27982.ch2	OD650:0.05
GSM27982.ch1-vs-GSM27982.ch2	PLASMID.pAINT:1
GSM27982.ch1-vs-GSM27982.ch2	pzaA.OVEREXPRESSION:1
GSM27982.ch1-vs-GSM27982.ch2	BENZAMIDE:0.12mg/ml
GSM27984.ch1-vs-GSM27984.ch2	MEDIUM.7H9:1
GSM27984.ch1-vs-GSM27984.ch2	STRAIN.H37Rv:1
GSM27984.ch1-vs-GSM27984.ch2	TEMPERATURE:37°C
GSM27984.ch1-vs-GSM27984.ch2	OD650:0.05
GSM27984.ch1-vs-GSM27984.ch2	PLASMID.pAINT:1
GSM27984.ch1-vs-GSM27984.ch2	pzaA.OVEREXPRESSION:1
GSM27984.ch1-vs-GSM27984.ch2	BENZAMIDE:0.12mg/ml
GSM27986.ch1-vs-GSM27986.ch2	MEDIUM.7H9:1
GSM27986.ch1-vs-GSM27986.ch2	STRAIN.H37Rv:1
GSM27986.ch1-vs-GSM27986.ch2	TEMPERATURE:37°C
GSM27986.ch1-vs-GSM27986.ch2	OD650:0.05
GSM27986.ch1-vs-GSM27986.ch2	PLASMID.pAINT:1
GSM27986.ch1-vs-GSM27986.ch2	pzaA.OVEREXPRESSION:1
GSM27986.ch1-vs-GSM27986.ch2	5-CHLOROPYRAZINAMIDE:40ug/ml
GSM27987.ch1-vs-GSM27987.ch2	MEDIUM.7H9:1
GSM27987.ch1-vs-GSM27987.ch2	STRAIN.H37Rv:1
GSM27987.ch1-vs-GSM27987.ch2	TEMPERATURE:37°C
GSM27987.ch1-vs-GSM27987.ch2	OD650:0.05
GSM27987.ch1-vs-GSM27987.ch2	PLASMID.pAINT:1
GSM27987.ch1-vs-GSM27987.ch2	pzaA.OVEREXPRESSION:1
GSM27987.ch1-vs-GSM27987.ch2	5-CHLOROPYRAZINAMIDE:80ug/ml
GSM27983.ch1-vs-GSM27983.ch2	MEDIUM.7H9:1
GSM27983.ch1-vs-GSM27983.ch2	STRAIN.H37Rv:1
GSM27983.ch1-vs-GSM27983.ch2	TEMPERATURE:37°C
GSM27983.ch1-vs-GSM27983.ch2	OD650:0.05
GSM27983.ch1-vs-GSM27983.ch2	PLASMID.pAINT:1
GSM27983.ch1-vs-GSM27983.ch2	pzaA.OVEREXPRESSION:1
GSM27983.ch1-vs-GSM27983.ch2	BENZAMIDE:0.12mg/ml
GSM27988.ch1-vs-GSM27988.ch2	MEDIUM.7H9:1
GSM27988.ch1-vs-GSM27988.ch2	STRAIN.H37Rv:1
GSM27988.ch1-vs-GSM27988.ch2	TEMPERATURE:37°C
GSM27988.ch1-vs-GSM27988.ch2	OD650:0.05
GSM27988.ch1-vs-GSM27988.ch2	PLASMID.pAINT:1
GSM27988.ch1-vs-GSM27988.ch2	pzaA.OVEREXPRESSION:1
GSM27988.ch1-vs-GSM27988.ch2	5-CHLOROPYRAZINAMIDE:40ug/ml
GSM27985.ch1-vs-GSM27985.ch2	MEDIUM.7H9:1
GSM27985.ch1-vs-GSM27985.ch2	STRAIN.H37Rv:1
GSM27985.ch1-vs-GSM27985.ch2	TEMPERATURE:37°C
GSM27985.ch1-vs-GSM27985.ch2	OD650:0.05
GSM27985.ch1-vs-GSM27985.ch2	PLASMID.pAINT:1
GSM27985.ch1-vs-GSM27985.ch2	pzaA.OVEREXPRESSION:1
GSM27985.ch1-vs-GSM27985.ch2	BENZAMIDE:0.12mg/ml
GSM27989.ch1-vs-GSM27989.ch2	MEDIUM.7H9:1
GSM27989.ch1-vs-GSM27989.ch2	STRAIN.H37Rv:1
GSM27989.ch1-vs-GSM27989.ch2	TEMPERATURE:37°C
GSM27989.ch1-vs-GSM27989.ch2	OD650:0.05
GSM27989.ch1-vs-GSM27989.ch2	PLASMID.pAINT:1
GSM27989.ch1-vs-GSM27989.ch2	pzaA.OVEREXPRESSION:1
GSM27989.ch1-vs-GSM27989.ch2	5-CHLOROPYRAZINAMIDE:40ug/ml
GSM27990.ch1-vs-GSM27990.ch2	MEDIUM.7H9:1
GSM27990.ch1-vs-GSM27990.ch2	STRAIN.H37Rv:1
GSM27990.ch1-vs-GSM27990.ch2	TEMPERATURE:37°C
GSM27990.ch1-vs-GSM27990.ch2	OD650:0.05
GSM27990.ch1-vs-GSM27990.ch2	PLASMID.pAINT:1
GSM27990.ch1-vs-GSM27990.ch2	pzaA.OVEREXPRESSION:1
GSM27990.ch1-vs-GSM27990.ch2	5-CHLOROPYRAZINAMIDE:40ug/ml
GSM27991.ch1-vs-GSM27991.ch2	MEDIUM.7H9:1
GSM27991.ch1-vs-GSM27991.ch2	STRAIN.H37Rv:1
GSM27991.ch1-vs-GSM27991.ch2	TEMPERATURE:37°C
GSM27991.ch1-vs-GSM27991.ch2	OD650:0.05
GSM27991.ch1-vs-GSM27991.ch2	PLASMID.pAINT:1
GSM27991.ch1-vs-GSM27991.ch2	pzaA.OVEREXPRESSION:1
GSM27991.ch1-vs-GSM27991.ch2	5-CHLOROPYRAZINAMIDE:40ug/ml
GSM27992.ch1-vs-GSM27992.ch2	STRAIN.H37Rv:1
GSM27992.ch1-vs-GSM27992.ch2	TEMPERATURE:37°C
GSM27992.ch1-vs-GSM27992.ch2	PLASMID.pAINT:1
GSM27992.ch1-vs-GSM27992.ch2	pzaA.OVEREXPRESSION:1
GSM27992.ch1-vs-GSM27992.ch2	pH:-2
GSM27993.ch1-vs-GSM27993.ch2	MEDIUM.7H9:1
GSM27993.ch1-vs-GSM27993.ch2	pH:6.8-2
GSM27993.ch1-vs-GSM27993.ch2	STRAIN.H37Rv:1
GSM27993.ch1-vs-GSM27993.ch2	TEMPERATURE:37°C
GSM27993.ch1-vs-GSM27993.ch2	OD650:0.05
GSM27993.ch1-vs-GSM27993.ch2	PLASMID.pAINT:1
GSM27993.ch1-vs-GSM27993.ch2	pzaA.OVEREXPRESSION:1
GSM27994.ch1-vs-GSM27994.ch2	MEDIUM.7H9:1
GSM27994.ch1-vs-GSM27994.ch2	pH:6.8-2
GSM27994.ch1-vs-GSM27994.ch2	STRAIN.H37Rv:1
GSM27994.ch1-vs-GSM27994.ch2	TEMPERATURE:37°C
GSM27994.ch1-vs-GSM27994.ch2	OD650:0.05
GSM27994.ch1-vs-GSM27994.ch2	PLASMID.pAINT:1
GSM27994.ch1-vs-GSM27994.ch2	pzaA.OVEREXPRESSION:1
GSM27995.ch1-vs-GSM27995.ch2	MEDIUM.7H9:1
GSM27995.ch1-vs-GSM27995.ch2	pH:6.8-2
GSM27995.ch1-vs-GSM27995.ch2	STRAIN.H37Rv:1
GSM27995.ch1-vs-GSM27995.ch2	TEMPERATURE:37°C
GSM27995.ch1-vs-GSM27995.ch2	OD650:0.05
GSM27995.ch1-vs-GSM27995.ch2	PLASMID.pAINT:1
GSM27995.ch1-vs-GSM27995.ch2	pzaA.OVEREXPRESSION:1
GSM27996.ch1-vs-GSM27996.ch2	MEDIUM.7H9:1
GSM27996.ch1-vs-GSM27996.ch2	pH:6.8-2
GSM27996.ch1-vs-GSM27996.ch2	STRAIN.H37Rv:1
GSM27996.ch1-vs-GSM27996.ch2	TEMPERATURE:37°C
GSM27996.ch1-vs-GSM27996.ch2	OD650:0.05
GSM27996.ch1-vs-GSM27996.ch2	PLASMID.pAINT:1
GSM27996.ch1-vs-GSM27996.ch2	pzaA.OVEREXPRESSION:1
GSM27997.ch1-vs-GSM27997.ch2	MEDIUM.7H9:1
GSM27997.ch1-vs-GSM27997.ch2	pH:6.8-2
GSM27997.ch1-vs-GSM27997.ch2	STRAIN.H37Rv:1
GSM27997.ch1-vs-GSM27997.ch2	TEMPERATURE:37°C
GSM27997.ch1-vs-GSM27997.ch2	OD650:0.05
GSM27997.ch1-vs-GSM27997.ch2	PLASMID.pAINT:1
GSM27997.ch1-vs-GSM27997.ch2	pzaA.OVEREXPRESSION:1
GSM28000.ch1-vs-GSM28000.ch2	MEDIUM.7H9:1
GSM28000.ch1-vs-GSM28000.ch2	pH:6.8-2
GSM28000.ch1-vs-GSM28000.ch2	STRAIN.H37Rv:1
GSM28000.ch1-vs-GSM28000.ch2	TEMPERATURE:37°C
GSM28000.ch1-vs-GSM28000.ch2	OD650:0.05
GSM28000.ch1-vs-GSM28000.ch2	PLASMID.pAINT:1
GSM28000.ch1-vs-GSM28000.ch2	pzaA.OVEREXPRESSION:1
GSM27998.ch1-vs-GSM27998.ch2	MEDIUM.7H9:1
GSM27998.ch1-vs-GSM27998.ch2	pH:6.8-2
GSM27998.ch1-vs-GSM27998.ch2	STRAIN.H37Rv:1
GSM27998.ch1-vs-GSM27998.ch2	TEMPERATURE:37°C
GSM27998.ch1-vs-GSM27998.ch2	OD650:0.05
GSM27998.ch1-vs-GSM27998.ch2	PLASMID.pAINT:1
GSM27998.ch1-vs-GSM27998.ch2	pzaA.OVEREXPRESSION:1
GSM27999.ch1-vs-GSM27999.ch2	MEDIUM.7H9:1
GSM27999.ch1-vs-GSM27999.ch2	pH:6.8-2
GSM27999.ch1-vs-GSM27999.ch2	STRAIN.H37Rv:1
GSM27999.ch1-vs-GSM27999.ch2	TEMPERATURE:37°C
GSM27999.ch1-vs-GSM27999.ch2	OD650:0.05
GSM27999.ch1-vs-GSM27999.ch2	PLASMID.pAINT:1
GSM27999.ch1-vs-GSM27999.ch2	pzaA.OVEREXPRESSION:1
GSM28001.ch1-vs-GSM28001.ch2	MEDIUM.7H9:1
GSM28001.ch1-vs-GSM28001.ch2	pH:6.8-2
GSM28001.ch1-vs-GSM28001.ch2	STRAIN.H37Rv:1
GSM28001.ch1-vs-GSM28001.ch2	TEMPERATURE:37°C
GSM28001.ch1-vs-GSM28001.ch2	OD650:0.05
GSM28001.ch1-vs-GSM28001.ch2	PLASMID.pAINT:1
GSM28001.ch1-vs-GSM28001.ch2	pzaA.OVEREXPRESSION:1
GSM28002.ch1-vs-GSM28002.ch2	MEDIUM.7H9:1
GSM28002.ch1-vs-GSM28002.ch2	pH:6.8-2
GSM28002.ch1-vs-GSM28002.ch2	STRAIN.H37Rv:1
GSM28002.ch1-vs-GSM28002.ch2	TEMPERATURE:37°C
GSM28002.ch1-vs-GSM28002.ch2	OD650:0.05
GSM28002.ch1-vs-GSM28002.ch2	PLASMID.pAINT:1
GSM28002.ch1-vs-GSM28002.ch2	pzaA.OVEREXPRESSION:1
GSM28006.ch1-vs-GSM28006.ch2	MEDIUM.7H9:1
GSM28006.ch1-vs-GSM28006.ch2	pH:6.8-1.6
GSM28006.ch1-vs-GSM28006.ch2	STRAIN.H37Rv:1
GSM28006.ch1-vs-GSM28006.ch2	TEMPERATURE:37°C
GSM28006.ch1-vs-GSM28006.ch2	OD650:0.05
GSM28006.ch1-vs-GSM28006.ch2	PLASMID.pAINT:1
GSM28006.ch1-vs-GSM28006.ch2	pzaA.OVEREXPRESSION:1
GSM28003.ch1-vs-GSM28003.ch2	MEDIUM.7H9:1
GSM28003.ch1-vs-GSM28003.ch2	pH:6.8-1.6
GSM28003.ch1-vs-GSM28003.ch2	STRAIN.H37Rv:1
GSM28003.ch1-vs-GSM28003.ch2	TEMPERATURE:37°C
GSM28003.ch1-vs-GSM28003.ch2	OD650:0.05
GSM28003.ch1-vs-GSM28003.ch2	PLASMID.pAINT:1
GSM28003.ch1-vs-GSM28003.ch2	pzaA.OVEREXPRESSION:1
GSM28004.ch1-vs-GSM28004.ch2	MEDIUM.7H9:1
GSM28004.ch1-vs-GSM28004.ch2	pH:6.8-1.6
GSM28004.ch1-vs-GSM28004.ch2	STRAIN.H37Rv:1
GSM28004.ch1-vs-GSM28004.ch2	TEMPERATURE:37°C
GSM28004.ch1-vs-GSM28004.ch2	OD650:0.05
GSM28004.ch1-vs-GSM28004.ch2	PLASMID.pAINT:1
GSM28004.ch1-vs-GSM28004.ch2	pzaA.OVEREXPRESSION:1
GSM28005.ch1-vs-GSM28005.ch2	MEDIUM.7H9:1
GSM28005.ch1-vs-GSM28005.ch2	pH:6.8-1.6
GSM28005.ch1-vs-GSM28005.ch2	STRAIN.H37Rv:1
GSM28005.ch1-vs-GSM28005.ch2	TEMPERATURE:37°C
GSM28005.ch1-vs-GSM28005.ch2	OD650:0.05
GSM28005.ch1-vs-GSM28005.ch2	PLASMID.pAINT:1
GSM28005.ch1-vs-GSM28005.ch2	pzaA.OVEREXPRESSION:1
GSM28009.ch1-vs-GSM28009.ch2	MEDIUM.7H9:1
GSM28009.ch1-vs-GSM28009.ch2	pH:6.8-1
GSM28009.ch1-vs-GSM28009.ch2	STRAIN.H37Rv:1
GSM28009.ch1-vs-GSM28009.ch2	TEMPERATURE:37°C
GSM28009.ch1-vs-GSM28009.ch2	OD650:0.05
GSM28009.ch1-vs-GSM28009.ch2	PLASMID.pAINT:1
GSM28009.ch1-vs-GSM28009.ch2	pzaA.OVEREXPRESSION:1
GSM28011.ch1-vs-GSM28011.ch2	MEDIUM.7H9:1
GSM28011.ch1-vs-GSM28011.ch2	pH:6.8-1
GSM28011.ch1-vs-GSM28011.ch2	STRAIN.H37Rv:1
GSM28011.ch1-vs-GSM28011.ch2	TEMPERATURE:37°C
GSM28011.ch1-vs-GSM28011.ch2	OD650:0.05
GSM28011.ch1-vs-GSM28011.ch2	PLASMID.pAINT:1
GSM28011.ch1-vs-GSM28011.ch2	pzaA.OVEREXPRESSION:1
GSM28007.ch1-vs-GSM28007.ch2	MEDIUM.7H9:1
GSM28007.ch1-vs-GSM28007.ch2	pH:6.8-1.6
GSM28007.ch1-vs-GSM28007.ch2	STRAIN.H37Rv:1
GSM28007.ch1-vs-GSM28007.ch2	TEMPERATURE:37°C
GSM28007.ch1-vs-GSM28007.ch2	OD650:0.05
GSM28007.ch1-vs-GSM28007.ch2	PLASMID.pAINT:1
GSM28007.ch1-vs-GSM28007.ch2	pzaA.OVEREXPRESSION:1
GSM28008.ch1-vs-GSM28008.ch2	MEDIUM.7H9:1
GSM28008.ch1-vs-GSM28008.ch2	pH:6.8-1.6
GSM28008.ch1-vs-GSM28008.ch2	STRAIN.H37Rv:1
GSM28008.ch1-vs-GSM28008.ch2	TEMPERATURE:37°C
GSM28008.ch1-vs-GSM28008.ch2	OD650:0.05
GSM28008.ch1-vs-GSM28008.ch2	PLASMID.pAINT:1
GSM28008.ch1-vs-GSM28008.ch2	pzaA.OVEREXPRESSION:1
GSM28010.ch1-vs-GSM28010.ch2	MEDIUM.7H9:1
GSM28010.ch1-vs-GSM28010.ch2	pH:6.8-1
GSM28010.ch1-vs-GSM28010.ch2	STRAIN.H37Rv:1
GSM28010.ch1-vs-GSM28010.ch2	TEMPERATURE:37°C
GSM28010.ch1-vs-GSM28010.ch2	OD650:0.05
GSM28010.ch1-vs-GSM28010.ch2	PLASMID.pAINT:1
GSM28010.ch1-vs-GSM28010.ch2	pzaA.OVEREXPRESSION:1
GSM28012.ch1-vs-GSM28012.ch2	MEDIUM.7H9:1
GSM28012.ch1-vs-GSM28012.ch2	pH:6.8-1
GSM28012.ch1-vs-GSM28012.ch2	STRAIN.H37Rv:1
GSM28012.ch1-vs-GSM28012.ch2	TEMPERATURE:37°C
GSM28012.ch1-vs-GSM28012.ch2	OD650:0.05
GSM28012.ch1-vs-GSM28012.ch2	PLASMID.pAINT:1
GSM28012.ch1-vs-GSM28012.ch2	pzaA.OVEREXPRESSION:1
GSM28015.ch1-vs-GSM28015.ch2	MEDIUM.7H9:1
GSM28015.ch1-vs-GSM28015.ch2	pH:6.8-1
GSM28015.ch1-vs-GSM28015.ch2	STRAIN.H37Rv:1
GSM28015.ch1-vs-GSM28015.ch2	TEMPERATURE:37°C
GSM28015.ch1-vs-GSM28015.ch2	OD650:0.05
GSM28015.ch1-vs-GSM28015.ch2	PLASMID.pAINT:1
GSM28015.ch1-vs-GSM28015.ch2	pzaA.OVEREXPRESSION:1
GSM28016.ch1-vs-GSM28016.ch2	MEDIUM.7H9:1
GSM28016.ch1-vs-GSM28016.ch2	pH:6.8-1
GSM28016.ch1-vs-GSM28016.ch2	STRAIN.H37Rv:1
GSM28016.ch1-vs-GSM28016.ch2	TEMPERATURE:37°C
GSM28016.ch1-vs-GSM28016.ch2	OD650:0.05
GSM28016.ch1-vs-GSM28016.ch2	PLASMID.pAINT:1
GSM28016.ch1-vs-GSM28016.ch2	pzaA.OVEREXPRESSION:1
GSM28013.ch1-vs-GSM28013.ch2	MEDIUM.7H9:1
GSM28013.ch1-vs-GSM28013.ch2	pH:6.8-1
GSM28013.ch1-vs-GSM28013.ch2	STRAIN.H37Rv:1
GSM28013.ch1-vs-GSM28013.ch2	TEMPERATURE:37°C
GSM28013.ch1-vs-GSM28013.ch2	OD650:0.05
GSM28013.ch1-vs-GSM28013.ch2	PLASMID.pAINT:1
GSM28013.ch1-vs-GSM28013.ch2	pzaA.OVEREXPRESSION:1
GSM28018.ch1-vs-GSM28018.ch2	MEDIUM.7H9:1
GSM28018.ch1-vs-GSM28018.ch2	STRAIN.H37Rv:1
GSM28018.ch1-vs-GSM28018.ch2	TEMPERATURE:37°C
GSM28018.ch1-vs-GSM28018.ch2	OD650:0.3
GSM28018.ch1-vs-GSM28018.ch2	MITOMYCIN_C:0.1ug/ml
GSM28014.ch1-vs-GSM28014.ch2	MEDIUM.7H9:1
GSM28014.ch1-vs-GSM28014.ch2	pH:6.8-1
GSM28014.ch1-vs-GSM28014.ch2	STRAIN.H37Rv:1
GSM28014.ch1-vs-GSM28014.ch2	TEMPERATURE:37°C
GSM28014.ch1-vs-GSM28014.ch2	OD650:0.05
GSM28014.ch1-vs-GSM28014.ch2	PLASMID.pAINT:1
GSM28014.ch1-vs-GSM28014.ch2	pzaA.OVEREXPRESSION:1
GSM28017.ch1-vs-GSM28017.ch2	MEDIUM.7H9:1
GSM28017.ch1-vs-GSM28017.ch2	pH:6.8-1
GSM28017.ch1-vs-GSM28017.ch2	STRAIN.H37Rv:1
GSM28017.ch1-vs-GSM28017.ch2	TEMPERATURE:37°C
GSM28017.ch1-vs-GSM28017.ch2	OD650:0.05
GSM28017.ch1-vs-GSM28017.ch2	PLASMID.pAINT:1
GSM28017.ch1-vs-GSM28017.ch2	pzaA.OVEREXPRESSION:1
GSM28023.ch1-vs-GSM28023.ch2	MEDIUM.7H9:1
GSM28023.ch1-vs-GSM28023.ch2	STRAIN.H37Rv:1
GSM28023.ch1-vs-GSM28023.ch2	TEMPERATURE:37°C
GSM28023.ch1-vs-GSM28023.ch2	OD650:0.3
GSM28023.ch1-vs-GSM28023.ch2	H2O2:4mM
GSM28021.ch1-vs-GSM28021.ch2	MEDIUM.7H9:1
GSM28021.ch1-vs-GSM28021.ch2	STRAIN.H37Rv:1
GSM28021.ch1-vs-GSM28021.ch2	TEMPERATURE:37°C
GSM28021.ch1-vs-GSM28021.ch2	OD650:0.3
GSM28021.ch1-vs-GSM28021.ch2	MITOMYCIN_C:0.2ug/ml
GSM28019.ch1-vs-GSM28019.ch2	MEDIUM.7H9:1
GSM28019.ch1-vs-GSM28019.ch2	STRAIN.H37Rv:1
GSM28019.ch1-vs-GSM28019.ch2	TEMPERATURE:37°C
GSM28019.ch1-vs-GSM28019.ch2	OD650:0.3
GSM28019.ch1-vs-GSM28019.ch2	UV:20mJ/cm2
GSM28022.ch1-vs-GSM28022.ch2	MEDIUM.7H9:1
GSM28022.ch1-vs-GSM28022.ch2	STRAIN.H37Rv:1
GSM28022.ch1-vs-GSM28022.ch2	TEMPERATURE:37°C
GSM28022.ch1-vs-GSM28022.ch2	OD650:0.3
GSM28022.ch1-vs-GSM28022.ch2	MITOMYCIN_C:0.2ug/ml
GSM28020.ch1-vs-GSM28020.ch2	MEDIUM.7H9:1
GSM28020.ch1-vs-GSM28020.ch2	STRAIN.H37Rv:1
GSM28020.ch1-vs-GSM28020.ch2	TEMPERATURE:37°C
GSM28020.ch1-vs-GSM28020.ch2	OD650:0.3
GSM28020.ch1-vs-GSM28020.ch2	UV:40mJ/cm2
GSM28024.ch1-vs-GSM28024.ch2	MEDIUM.7H9:1
GSM28024.ch1-vs-GSM28024.ch2	STRAIN.H37Rv:1
GSM28024.ch1-vs-GSM28024.ch2	TEMPERATURE:37°C
GSM28024.ch1-vs-GSM28024.ch2	OD650:0.3
GSM28024.ch1-vs-GSM28024.ch2	UV:20mJ/cm2
GSM28029.ch1-vs-GSM28029.ch2	MEDIUM.7H9:1
GSM28029.ch1-vs-GSM28029.ch2	STRAIN.H37Rv:1
GSM28029.ch1-vs-GSM28029.ch2	TEMPERATURE:37°C
GSM28029.ch1-vs-GSM28029.ch2	OD650:0.3
GSM28029.ch1-vs-GSM28029.ch2	UV:20mJ/cm2
GSM28025.ch1-vs-GSM28025.ch2	MEDIUM.7H9:1
GSM28025.ch1-vs-GSM28025.ch2	STRAIN.H37Rv:1
GSM28025.ch1-vs-GSM28025.ch2	TEMPERATURE:37°C
GSM28025.ch1-vs-GSM28025.ch2	OD650:0.3
GSM28025.ch1-vs-GSM28025.ch2	UV:40mJ/cm2
GSM28026.ch1-vs-GSM28026.ch2	MEDIUM.7H9:1
GSM28026.ch1-vs-GSM28026.ch2	STRAIN.H37Rv:1
GSM28026.ch1-vs-GSM28026.ch2	TEMPERATURE:37°C
GSM28026.ch1-vs-GSM28026.ch2	OD650:0.3
GSM28026.ch1-vs-GSM28026.ch2	UV:40mJ/cm2
GSM28028.ch1-vs-GSM28028.ch2	MEDIUM.7H9:1
GSM28028.ch1-vs-GSM28028.ch2	STRAIN.H37Rv:1
GSM28028.ch1-vs-GSM28028.ch2	TEMPERATURE:37°C
GSM28028.ch1-vs-GSM28028.ch2	OD650:0.3
GSM28028.ch1-vs-GSM28028.ch2	H2O2:4mM
GSM28027.ch1-vs-GSM28027.ch2	MEDIUM.7H9:1
GSM28027.ch1-vs-GSM28027.ch2	STRAIN.H37Rv:1
GSM28027.ch1-vs-GSM28027.ch2	TEMPERATURE:37°C
GSM28027.ch1-vs-GSM28027.ch2	OD650:0.3
GSM28027.ch1-vs-GSM28027.ch2	MITOMYCIN_C:0.2ug/ml
GSM28030.ch1-vs-GSM28030.ch2	MEDIUM.7H9:1
GSM28030.ch1-vs-GSM28030.ch2	STRAIN.H37Rv:1
GSM28030.ch1-vs-GSM28030.ch2	TEMPERATURE:37°C
GSM28030.ch1-vs-GSM28030.ch2	OD650:0.3
GSM28030.ch1-vs-GSM28030.ch2	UV:40mJ/cm2
GSM28031.ch1-vs-GSM28031.ch2	MEDIUM.7H9:1
GSM28031.ch1-vs-GSM28031.ch2	DMSO:50uL
GSM28031.ch1-vs-GSM28031.ch2	STRAIN.H37Rv:1
GSM28031.ch1-vs-GSM28031.ch2	TEMPERATURE:37°C
GSM28031.ch1-vs-GSM28031.ch2	OD650:0.3
GSM28031.ch1-vs-GSM28031.ch2	ETHAMBUTOL:10ug/ml
GSM28034.ch1-vs-GSM28034.ch2	MEDIUM.7H9:1
GSM28034.ch1-vs-GSM28034.ch2	DMSO:50uL
GSM28034.ch1-vs-GSM28034.ch2	STRAIN.H37Rv:1
GSM28034.ch1-vs-GSM28034.ch2	TEMPERATURE:37°C
GSM28034.ch1-vs-GSM28034.ch2	OD650:0.3
GSM28034.ch1-vs-GSM28034.ch2	DIPED:5ug/ml
GSM28032.ch1-vs-GSM28032.ch2	MEDIUM.7H9:1
GSM28032.ch1-vs-GSM28032.ch2	DMSO:50uL
GSM28032.ch1-vs-GSM28032.ch2	STRAIN.H37Rv:1
GSM28032.ch1-vs-GSM28032.ch2	TEMPERATURE:37°C
GSM28032.ch1-vs-GSM28032.ch2	OD650:0.3
GSM28032.ch1-vs-GSM28032.ch2	DIPED:5ug/ml
GSM28033.ch1-vs-GSM28033.ch2	MEDIUM.7H9:1
GSM28033.ch1-vs-GSM28033.ch2	DMSO:50uL
GSM28033.ch1-vs-GSM28033.ch2	STRAIN.H37Rv:1
GSM28033.ch1-vs-GSM28033.ch2	TEMPERATURE:37°C
GSM28033.ch1-vs-GSM28033.ch2	OD650:0.3
GSM28033.ch1-vs-GSM28033.ch2	ETHAMBUTOL:10ug/ml
GSM28036.ch1-vs-GSM28036.ch2	MEDIUM.7H9:1
GSM28036.ch1-vs-GSM28036.ch2	DMSO:50uL
GSM28036.ch1-vs-GSM28036.ch2	STRAIN.H37Rv:1
GSM28036.ch1-vs-GSM28036.ch2	TEMPERATURE:37°C
GSM28036.ch1-vs-GSM28036.ch2	OD650:0.3
GSM28036.ch1-vs-GSM28036.ch2	DIPED:10ug/ml
GSM28035.ch1-vs-GSM28035.ch2	MEDIUM.7H9:1
